count,storyText,locationEvent,socialEvent,story,locationEventSize,socialEventSize,socialAnswer,locationAnswer,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,recall,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,questions time,participant,session,date,expName,psychopyVersion,frameRate,
1,"I propose that you give it a shot: buy $1500 worth of cheese products for a few stores, and see how the sales increase not only in our cheeses but also in products related to cheeses: crackers, jams, olives.”",2.0,2.0,None,,,,,,0,1,1,1,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,1,11.771179547999054,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
1,"Ms. Bianchi picked up a box of crackers by the cheese section, and said, “Here, I will buy these, and we can try some of our cheeses that I've brought with me.”",2.0,2.0,None,,,,,,0,1,1,1,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,9,6.036915219970979,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
1,"Ms. Morrison, who was thinking about the proposed offer, nodded in agreement and said, “That sounds like a great idea, but those crackers are on me.”",2.0,2.0,None,,,,,,0,1,1,1,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,1,4.886641605000477,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
1,She took the crackers from Ms. Bianchi and also picked up a bottle of ketchup and a case of sparkling water “for later.”,2.0,2.0,None,,,,,,0,1,1,1,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,1,4.834266300022136,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
1,It was very busy in the checkout area.,3.0,2.0,None,,,,,,0,1,1,1,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,9,2.6008994770236313,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
1,"People were stocking up for Halloween parties and trick-or-treating, and there were 10 aisles open. ",3.0,2.0,None,,,,,,0,1,1,1,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,1,4.451316035003401,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
1,They stepped into lane 6 and waited.,3.0,2.0,None,,,,,,0,1,1,1,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,1,3.334155226999428,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
1,Ms. Bianchi handed to Ms. Morrison a packet with printed graphs of the increase in profits that several other stores in Italy had seen after starting to carry their products.,3.0,2.0,None,,,,,,0,1,1,1,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,1,9.001066691998858,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
1,"After a couple minutes of thinking, Ms. Morrison widened her eyes and said confidently, “You know what, I think you've convinced me that this could work. ",3.0,3.0,None,,,,,,0,1,1,1,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,1,5.684336970036384,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
1,We've been trying to find a way to add a little European cachet to our stores.,3.0,3.0,None,,,,,,0,1,1,1,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,1,2.75074335699901,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
1,"Our competitor, Orange Grocers, hasn’t expanded in this direction yet, and I’d like to beat them to it. ",3.0,3.0,None,,,,,,0,1,1,1,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,1,3.8531956869992428,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
