count,audio,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,key_resp_15.keys,key_resp_15.rt,key_resp_14.keys,key_resp_14.rt,story_presses.keys,story_presses.rt,key_resp_16.keys,key_resp_16.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,questions time,key_resp_13.keys,key_resp_13.rt,participant,session,date,expName,psychopyVersion,frameRate,
1,parcelated_audio/23/23_24.aiff,,0,1,1,1,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.35332779199961806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_25.aiff,,0,1,1,1,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0838743999993312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_26.aiff,,0,1,1,1,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.6193052989992793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_27.aiff,,0,1,1,1,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.2371389750005619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_28.aiff,,0,1,1,1,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.4865661200001341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_29.aiff,,0,1,1,1,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.253697870999531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_30.aiff,,0,1,1,1,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.3030593000003137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_31.aiff,,0,1,1,1,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.2359979269995165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_32.aiff,,0,1,1,1,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.95318707000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_33.aiff,,0,1,1,1,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.1528383320001012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_34.aiff,,0,1,1,1,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.2699738350002008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
